name,selling_price,km_driven,fuel,seller_type,transmission,owner,company,year_old_2023
Manza Club,170000,60400,Diesel,Individual,Manual,First Owner,Tata,10
Verna CRDi,150000,70950,Diesel,Individual,Manual,Second Owner,Hyundai,15
Xcent 1.1,375000,72000,Diesel,Individual,Manual,First Owner,Hyundai,8
Swift VDI,390000,90000,Diesel,Individual,Manual,First Owner,Maruti,10
i20 Active,600000,10000,Petrol,Individual,Manual,First Owner,Hyundai,6
Alto 800,204999,25000,Petrol,Individual,Manual,Second Owner,Maruti,9
Verna CRDi,270000,80000,Diesel,Individual,Manual,Second Owner,Hyundai,14
Grand i10,375000,10000,Petrol,Individual,Manual,First Owner,Hyundai,6
Baleno Zeta,700000,1100,Petrol,Individual,Manual,First Owner,Maruti,3
Swift VXI,455000,40000,Petrol,Individual,Manual,First Owner,Maruti,6
i10 Sportz,375000,10000,Petrol,Individual,Manual,First Owner,Hyundai,6
Grand i10,341000,31491,Petrol,Individual,Manual,First Owner,Hyundai,9
Swift Dzire,200000,107143,Diesel,Individual,Manual,Second Owner,Maruti,9
Ignis 1.2,450000,15000,Petrol,Individual,Automatic,First Owner,Maruti,6
Santro Xing,170000,50000,Petrol,Individual,Manual,Second Owner,Hyundai,11
Innova Crysta,1900000,100000,Diesel,Individual,Manual,First Owner,Toyota,6
Bolero Power,500000,60000,Diesel,Individual,Manual,First Owner,Mahindra,7
Vitara Brezza,819999,85000,Diesel,Individual,Manual,First Owner,Maruti,7
Swift 1.2,351000,40000,Petrol,Individual,Manual,Second Owner,Maruti,9
i10 Magna,195000,80000,Petrol,Individual,Manual,Second Owner,Hyundai,12
Swift Dzire,250000,82000,Diesel,Individual,Manual,Second Owner,Maruti,15
Zen Estilo,120000,70000,Petrol,Individual,Manual,Second Owner,Maruti,15
A-Star Vxi,180000,70000,Petrol,Individual,Manual,Third Owner,Maruti,14
KUV 100,430000,20000,Diesel,Individual,Manual,First Owner,Mahindra,7
Nano Cx,75000,35000,Petrol,Individual,Manual,Second Owner,Tata,11
Xylo D4,750000,80000,Diesel,Individual,Manual,First Owner,Mahindra,6
Nano Lx,60000,40000,Petrol,Individual,Manual,First Owner,Tata,12
Innova 2.5,1500000,46412,Diesel,Individual,Manual,First Owner,Toyota,8
Bolero SLX,390000,150000,Diesel,Individual,Manual,Fourth & Above Owner,Mahindra,12
TUV 300,630000,50000,Diesel,Individual,Manual,First Owner,Mahindra,7
Safari Storme,1085000,15000,Diesel,Individual,Manual,First Owner,Tata,5
i10 Magna,190000,60000,Petrol,Individual,Manual,Second Owner,Hyundai,11
Baleno Delta,550000,25000,Petrol,Individual,Automatic,First Owner,Maruti,5
Alto 800,200000,90000,Petrol,Individual,Manual,Third Owner,Maruti,11
Spark 1.0,165000,60000,Petrol,Individual,Manual,First Owner,Chevrolet,12
Figo Diesel,260000,65000,Diesel,Individual,Manual,First Owner,Ford,10
Alto LX,151000,40000,Petrol,Individual,Manual,First Owner,Maruti,12
Vitara Brezza,780000,50000,Diesel,Individual,Manual,First Owner,Maruti,5
Indica Vista,175000,80000,Diesel,Individual,Manual,Third Owner,Tata,11
Indica Vista,170000,107500,Diesel,Dealer,Manual,First Owner,Tata,13
Indica Vista,210000,135000,Diesel,Dealer,Manual,Second Owner,Tata,10
Alto LXi,90000,43826,Petrol,Dealer,Manual,Second Owner,Maruti,16
i20 Active,535000,55838,Petrol,Dealer,Manual,First Owner,Hyundai,7
Swift VDI,195000,112880,Diesel,Dealer,Manual,First Owner,Maruti,16
Indica Vista,140000,90000,Diesel,Individual,Manual,Third Owner,Tata,12
Sunny XL,350000,40000,Petrol,Individual,Manual,First Owner,Nissan,11
Verna 1.6,425000,66000,Petrol,Individual,Manual,First Owner,Hyundai,10
KWID 1.0,300000,30300,Petrol,Individual,Manual,First Owner,Renault,6
Vento Diesel,340000,85000,Diesel,Individual,Manual,Second Owner,Volkswagen,10
Swift Dzire,250000,80659,Petrol,Dealer,Manual,First Owner,Maruti,14
Aveo 1.4,170000,81324,Petrol,Dealer,Manual,First Owner,Chevrolet,15
Amaze S,315000,127884,Diesel,Dealer,Manual,First Owner,Honda,10
Beat PS,200000,50000,Petrol,Individual,Manual,First Owner,Chevrolet,8
Beat PS,300000,25000,Petrol,Individual,Manual,First Owner,Chevrolet,7
Amaze S,300000,66755,Diesel,Dealer,Manual,First Owner,Honda,8
City E,380000,123084,Petrol,Dealer,Manual,First Owner,Honda,10
Amaze S,310000,95851,Diesel,Dealer,Manual,First Owner,Honda,10
Wagon R,260000,50000,Petrol,Individual,Manual,First Owner,Maruti,13
Omni BSIII,150000,50000,Petrol,Individual,Manual,Second Owner,Maruti,15
Esteem Vxi,85000,60000,Petrol,Individual,Manual,Second Owner,Maruti,17
Alto 800,280000,15000,Petrol,Individual,Manual,Second Owner,Maruti,8
Xylo H4,850000,40000,Diesel,Individual,Manual,First Owner,Mahindra,7
GO Plus,375000,20000,Petrol,Individual,Manual,Second Owner,Datsun,6
Elantra CRDi,125000,120000,Diesel,Individual,Manual,Third Owner,Hyundai,17
Beat Diesel,250000,110000,Diesel,Individual,Manual,First Owner,Chevrolet,11
Corolla Altis,715000,234000,Diesel,Individual,Manual,First Owner,Toyota,9
i20 1.4,220000,70000,Diesel,Individual,Manual,First Owner,Hyundai,12
Indica Vista,110000,110000,Diesel,Individual,Manual,Second Owner,Tata,13
Verna XXi,150000,84000,Petrol,Individual,Manual,Second Owner,Hyundai,16
Sunny Diesel,300000,170000,Diesel,Individual,Manual,First Owner,Nissan,11
RediGO T,220000,40000,Petrol,Individual,Manual,First Owner,Datsun,6
Wagon R,75000,96000,Petrol,Individual,Manual,Second Owner,Maruti,17
Indigo LS,100000,20000,Diesel,Individual,Manual,First Owner,Tata,14
Figo Aspire,380000,15000,Petrol,Individual,Manual,First Owner,Ford,7
Santro Xing,100000,50000,Petrol,Individual,Manual,First Owner,Hyundai,16
Passat 1.8,480000,80000,Petrol,Individual,Manual,Second Owner,Volkswagen,13
Etios GD,300000,124000,Diesel,Individual,Manual,First Owner,Toyota,11
Beat Diesel,190000,70000,Diesel,Individual,Manual,First Owner,Chevrolet,10
Figo Diesel,190000,130000,Diesel,Individual,Manual,Second Owner,Ford,11
EcoSport 1.5,650000,19014,Petrol,Dealer,Manual,First Owner,Ford,6
Corolla Executive,300000,23262,Petrol,Dealer,Manual,First Owner,Toyota,14
Freestyle Titanium,700000,29600,Diesel,Dealer,Manual,First Owner,Ford,7
i10 Sportz,310000,35925,Petrol,Dealer,Manual,First Owner,Hyundai,8
Ignis 1.2,500000,12000,Petrol,Individual,Manual,First Owner,Maruti,5
Etios V,415000,40771,Petrol,Dealer,Manual,First Owner,Toyota,10
Celerio VXI,395000,30500,Petrol,Dealer,Automatic,Second Owner,Maruti,8
Etios Liva,430000,42000,Petrol,Dealer,Manual,Second Owner,Toyota,9
Corolla H6,215000,55800,Petrol,Dealer,Manual,Second Owner,Toyota,16
Duster RXL,550000,66569,Diesel,Dealer,Manual,First Owner,Renault,9
Polo 1.5,415000,81358,Diesel,Dealer,Manual,First Owner,Volkswagen,9
Polo 1.5,450000,82695,Diesel,Dealer,Manual,First Owner,Volkswagen,8
Figo Diesel,285000,68293,Diesel,Dealer,Manual,Second Owner,Ford,9
Jazz VX,580000,32000,Petrol,Dealer,Automatic,First Owner,Honda,7
Swift Dzire,300000,190621,Diesel,Dealer,Manual,First Owner,Maruti,9
Verna CRDi,1200000,60000,Diesel,Individual,Manual,First Owner,Hyundai,5
800 Std,78000,64700,Petrol,Individual,Manual,First Owner,Maruti,17
Zest Quadrajet,400000,88470,Diesel,Individual,Manual,First Owner,Tata,7
Verna 1.6,850000,75000,Diesel,Individual,Manual,First Owner,Hyundai,7
Vento Diesel,450000,120000,Diesel,Individual,Manual,Second Owner,Volkswagen,10
E-Class E250,2500000,35000,Diesel,Individual,Automatic,First Owner,Mercedes-Benz,11
Etios 1.4,780000,70000,Diesel,Individual,Manual,First Owner,Toyota,6
Fortuner 2.8,3200000,57000,Diesel,Individual,Automatic,First Owner,Toyota,6
Alto 800,350000,1000,Petrol,Individual,Manual,First Owner,Maruti,3
Quanto C6,285000,120000,Diesel,Individual,Manual,Second Owner,Mahindra,10
Vento 1.5,525000,98000,Diesel,Dealer,Manual,First Owner,Volkswagen,8
Ciaz ZDi,550000,90000,Diesel,Dealer,Manual,Second Owner,Maruti,9
Ameo 1.5,580000,70000,Diesel,Individual,Manual,First Owner,Volkswagen,5
Nano CX,75000,25000,Petrol,Individual,Manual,Third Owner,Tata,10
Manza Aura,185000,60000,Diesel,Individual,Manual,Third Owner,Tata,14
Omni E,110000,90000,Petrol,Individual,Manual,Fourth & Above Owner,Maruti,16
City 1.5,180000,200000,Petrol,Individual,Manual,Second Owner,Honda,19
Polo Diesel,350000,110000,Diesel,Individual,Manual,Second Owner,Volkswagen,13
Optra 1.6,60000,126000,Petrol,Individual,Manual,Second Owner,Chevrolet,18
TUV 300,695000,70000,Diesel,Individual,Manual,First Owner,Mahindra,5
Alturas G4,2700000,5000,Diesel,Individual,Automatic,First Owner,Mahindra,4
Zen Estilo,135000,74183,Petrol,Individual,Manual,Second Owner,Maruti,16
Bolero Power,640000,70000,Diesel,Individual,Manual,Second Owner,Mahindra,8
Alto 800,160000,90000,Petrol,Individual,Manual,First Owner,Maruti,9
Indica LXI,80000,46000,Petrol,Individual,Manual,Second Owner,Tata,19
Swift Dzire,340000,110000,Diesel,Individual,Manual,Second Owner,Maruti,10
Ritz VDi,110000,80000,Diesel,Individual,Manual,Second Owner,Maruti,11
Sumo Gold,250000,90000,Diesel,Individual,Manual,Second Owner,Tata,10
Innova Crysta,1300000,70000,Diesel,Individual,Manual,First Owner,Toyota,6
Innova 2.5,450000,192000,Diesel,Individual,Manual,First Owner,Toyota,14
Wagon R,240000,70000,Petrol,Individual,Manual,Fourth & Above Owner,Maruti,10
Bolero DI,225000,120000,Diesel,Individual,Manual,Second Owner,Mahindra,16
Wagon R,275000,60000,Petrol,Individual,Manual,Second Owner,Maruti,8
Sumo Victa,320000,120000,Diesel,Individual,Manual,Second Owner,Tata,11
Alto LX,75000,120000,Petrol,Individual,Manual,First Owner,Maruti,15
Indica GLS,85000,50000,Petrol,Individual,Manual,Second Owner,Tata,16
Indica Vista,90000,120000,Diesel,Individual,Manual,First Owner,Tata,14
Wagon R,85000,80000,Petrol,Individual,Manual,Second Owner,Maruti,16
Scorpio M2DI,350000,80000,Diesel,Individual,Manual,Second Owner,Mahindra,15
Superb Elegance,355000,100000,Diesel,Individual,Automatic,Second Owner,Skoda,14
Swift VXI,619000,1500,Petrol,Individual,Manual,First Owner,Maruti,3
Compass 2.0,1700000,50000,Diesel,Individual,Manual,First Owner,Jeep,5
Indica DL,55000,100000,Diesel,Individual,Manual,Second Owner,Tata,17
Fiesta 1.6,95000,83411,Petrol,Individual,Manual,First Owner,Ford,17
Vento Diesel,300000,120000,Diesel,Individual,Manual,Second Owner,Volkswagen,12
Fiesta 1.6,81000,83411,Petrol,Individual,Manual,First Owner,Ford,17
Superb Elegance,1000000,80000,Diesel,Individual,Automatic,Second Owner,Skoda,8
Ertiga VDI,925000,50000,Diesel,Individual,Manual,First Owner,Maruti,4
Bolero Power,450000,40000,Diesel,Individual,Manual,First Owner,Mahindra,8
Scorpio EX,600000,13270,Diesel,Individual,Manual,First Owner,Mahindra,9
Santro Xing,85000,100000,Petrol,Individual,Automatic,Third Owner,Hyundai,17
Thar DI,700000,50000,Diesel,Individual,Manual,First Owner,Mahindra,7
Grand i10,486000,26500,Petrol,Individual,Manual,First Owner,Hyundai,6
Swift VDI,400000,90000,Diesel,Individual,Manual,First Owner,Maruti,10
Fiesta 1.4,120000,100000,Petrol,Individual,Manual,Third Owner,Ford,15
Alto 800,275000,35000,Petrol,Individual,Manual,First Owner,Maruti,5
i20 Asta,580000,57000,Diesel,Individual,Manual,First Owner,Hyundai,7
Swift Dzire,375000,70000,Petrol,Individual,Manual,First Owner,Maruti,8
Wagon R,229999,100000,Petrol,Individual,Manual,Third Owner,Maruti,8
Alto LX,110000,88000,Petrol,Individual,Manual,Second Owner,Maruti,13
Swift Dzire,600000,60000,Diesel,Individual,Manual,First Owner,Maruti,6
A-Star Vxi,120000,76000,Petrol,Individual,Manual,Second Owner,Maruti,14
Figo Diesel,200000,100000,Diesel,Individual,Manual,Second Owner,Ford,13
Verna 1.6,450000,110000,Diesel,Individual,Manual,Second Owner,Hyundai,11
Verna 1.6,550000,80000,Diesel,Individual,Manual,Second Owner,Hyundai,11
Alto LX,220000,80000,Petrol,Individual,Manual,Second Owner,Maruti,11
800 EX,40000,30000,Petrol,Individual,Manual,First Owner,Maruti,22
KWID Climber,300000,20000,Petrol,Individual,Automatic,First Owner,Renault,6
Bolero Power,630000,40000,Diesel,Individual,Manual,First Owner,Mahindra,5
Swift Dzire,610000,40000,Diesel,Individual,Manual,Second Owner,Maruti,6
Xcent 1.2,660000,7000,Petrol,Individual,Manual,Second Owner,Hyundai,4
Wagon R,220000,80000,LPG,Individual,Manual,Second Owner,Maruti,11
Micra Diesel,138000,90000,Diesel,Individual,Manual,Second Owner,Nissan,12
Micra Diesel,210000,13770,Diesel,Individual,Manual,First Owner,Nissan,10
Zen LXi,125000,34000,Petrol,Dealer,Manual,First Owner,Maruti,18
Alto LXi,125000,102000,Petrol,Dealer,Manual,First Owner,Maruti,15
City i,725000,110000,Diesel,Individual,Manual,First Owner,Honda,9
Alto K10,170000,90000,Petrol,Individual,Manual,Second Owner,Maruti,12
Innova 2.5,1200000,70000,Diesel,Individual,Manual,Third Owner,Toyota,8
Wagon R,70000,90000,Petrol,Individual,Manual,Second Owner,Maruti,20
Alto LXi,100000,70000,Petrol,Individual,Manual,Second Owner,Maruti,16
Civic 1.8,300000,80000,Petrol,Individual,Manual,Second Owner,Honda,17
Swift VDI,450000,100000,Diesel,Individual,Manual,Second Owner,Maruti,10
Swift Dzire,530000,100000,Diesel,Individual,Manual,First Owner,Maruti,8
Zen Estilo,100000,143000,Petrol,Individual,Manual,Third Owner,Maruti,16
City 1.5,350000,115000,Petrol,Individual,Manual,Second Owner,Honda,13
Manza ELAN,165000,100000,Diesel,Individual,Manual,Second Owner,Tata,12
Swift Dzire,475000,120000,Diesel,Individual,Manual,Second Owner,Maruti,4
Xylo E4,350000,42000,Diesel,Individual,Manual,First Owner,Mahindra,10
KWID RXL,229999,38000,Petrol,Individual,Manual,First Owner,Renault,7
WR-V i-DTEC,800000,35000,Diesel,Individual,Manual,First Owner,Honda,5
Swift Dzire,475000,120000,Diesel,Individual,Manual,Second Owner,Maruti,9
Terrano XL,425000,136906,Diesel,Individual,Manual,First Owner,Nissan,9
Ciaz VDi,660000,97000,Diesel,Individual,Manual,Second Owner,Maruti,8
Amaze S,610000,10000,Petrol,Individual,Automatic,First Owner,Honda,4
Brio S,240000,50000,Petrol,Individual,Manual,Third Owner,Honda,10
Esteem Lxi,70000,60000,Petrol,Individual,Manual,Second Owner,Maruti,18
Corolla Altis,550000,120000,Diesel,Individual,Manual,First Owner,Toyota,12
Indica Vista,100000,120000,Petrol,Individual,Manual,Second Owner,Tata,13
Bolero SLE,350000,90000,Diesel,Individual,Manual,Second Owner,Mahindra,13
EON Era,200000,120000,Petrol,Individual,Manual,First Owner,Hyundai,10
Elite i20,720000,3000,Petrol,Individual,Automatic,First Owner,Hyundai,4
Ritz VDi,350000,133000,Diesel,Individual,Manual,First Owner,Maruti,9
Wagon R,400000,25000,Petrol,Individual,Manual,First Owner,Maruti,7
i20 Active,570000,35000,Petrol,Individual,Manual,First Owner,Hyundai,6
Omni MPI,130000,70000,Petrol,Individual,Manual,First Owner,Maruti,8
Alto 800,210000,52000,Petrol,Individual,Manual,First Owner,Maruti,7
Creta 1.4,800000,52000,Diesel,Individual,Manual,First Owner,Hyundai,5
Jazz 1.5,700000,39000,Diesel,Individual,Manual,First Owner,Honda,6
Indica Vista,200000,28689,Diesel,Individual,Manual,First Owner,Tata,12
Aria Pure,495000,90000,Diesel,Individual,Manual,Second Owner,Tata,9
Fiesta Classic,325000,80322,Diesel,Dealer,Manual,First Owner,Ford,9
Freestyle Trend,650000,8000,Petrol,Individual,Manual,First Owner,Ford,4
Jeep MM,155000,50000,Diesel,Individual,Manual,Second Owner,Mahindra,23
800 AC,75000,90000,Petrol,Individual,Manual,Second Owner,Maruti,16
Grand i10,350000,61658,Diesel,Dealer,Manual,First Owner,Hyundai,8
Zen Estilo,90000,50000,Petrol,Individual,Manual,Third Owner,Maruti,13
Ertiga SHVS,600000,80000,Diesel,Individual,Manual,First Owner,Maruti,7
Scorpio SLE,400000,185000,Diesel,Individual,Manual,First Owner,Mahindra,13
Swift VDI,370000,57000,Diesel,Individual,Manual,Second Owner,Maruti,9
800 DX,50000,60000,Petrol,Individual,Manual,First Owner,Maruti,23
City 1.5,125000,120000,Petrol,Individual,Manual,Second Owner,Honda,19
CR-V Diesel,1800000,26000,Diesel,Individual,Automatic,First Owner,Honda,5
Grand i10,650000,20000,Petrol,Individual,Automatic,First Owner,Hyundai,4
Ertiga BSIV,800000,30600,Petrol,Individual,Automatic,First Owner,Maruti,6
Polo 1.0,802000,5000,Petrol,Individual,Manual,First Owner,Volkswagen,3
A4 35,2300000,35000,Diesel,Individual,Automatic,Third Owner,Audi,8
Xcent 1.1,430000,35000,Diesel,Individual,Manual,First Owner,Hyundai,7
Verna 1.6,650000,23000,Petrol,Individual,Manual,First Owner,Hyundai,6
Scorpio 2.6,170000,120000,Diesel,Individual,Manual,First Owner,Mahindra,19
Superb Elegance,450000,235000,Diesel,Individual,Automatic,First Owner,Skoda,12
Alto 800,250000,87000,Petrol,Individual,Manual,First Owner,Maruti,10
Ecosport 1.0,550000,72000,Petrol,Individual,Manual,Second Owner,Ford,9
XF 3.0,2000000,64000,Diesel,Individual,Automatic,Second Owner,Jaguar,10
Zen Estilo,140000,100000,Petrol,Individual,Manual,Second Owner,Maruti,16
Beat LT,155000,12000,Petrol,Individual,Manual,First Owner,Chevrolet,11
Accent Executive,120000,67000,Petrol,Individual,Manual,Third Owner,Hyundai,13
Innova 2.5,287000,70000,Diesel,Individual,Manual,First Owner,Toyota,11
Baleno Alpha,675000,60000,Diesel,Individual,Manual,First Owner,Maruti,7
i10 Magna,235000,74500,Petrol,Individual,Manual,Second Owner,Hyundai,12
i20 1.4,300000,118700,Diesel,Individual,Manual,Second Owner,Hyundai,12
Micra XL,434999,40000,Petrol,Individual,Automatic,Second Owner,Nissan,8
Scorpio VLX,225000,223660,Diesel,Individual,Automatic,Third Owner,Mahindra,19
Corolla AE,160000,140000,Petrol,Individual,Manual,Second Owner,Toyota,17
Grand i10,600000,5000,Petrol,Individual,Manual,First Owner,Hyundai,3
Tavera Neo,470000,100000,Diesel,Individual,Manual,Second Owner,Chevrolet,7
Swift Dzire,300000,100000,Petrol,Individual,Manual,Second Owner,Maruti,12
Baleno Delta,600000,2000,Petrol,Individual,Manual,First Owner,Maruti,5
Grand i10,640000,4000,Petrol,Individual,Automatic,First Owner,Hyundai,3
Indica DLS,50000,120000,Diesel,Individual,Manual,Fourth & Above Owner,Tata,17
Verna 1.6,600000,35000,Petrol,Individual,Manual,First Owner,Hyundai,8
i10 Magna,290000,29000,LPG,Individual,Manual,First Owner,Hyundai,9
Verna 1.6,600000,30000,Petrol,Individual,Manual,First Owner,Hyundai,8
Manza Aqua,190000,120000,Diesel,Individual,Manual,First Owner,Tata,11
i10 Era,160000,110000,Petrol,Individual,Manual,Third Owner,Hyundai,15
Alto K10,325000,15000,Petrol,Individual,Manual,First Owner,Maruti,6
Bolero DI,200000,73756,Diesel,Individual,Manual,First Owner,Mahindra,17
Fortuner 2.8,2800000,40000,Diesel,Individual,Automatic,First Owner,Toyota,5
Spark 1.0,125000,60000,Petrol,Individual,Manual,Third Owner,Chevrolet,12
i10 Magna,155000,60000,Petrol,Individual,Manual,Fourth & Above Owner,Hyundai,15
i20 Asta,550000,90000,Diesel,Individual,Manual,First Owner,Hyundai,8
Wagon R,130000,70000,Petrol,Individual,Manual,Fourth & Above Owner,Maruti,14
800 AC,80000,70000,Petrol,Individual,Manual,Second Owner,Maruti,21
Etios Cross,500000,80000,Diesel,Individual,Manual,Second Owner,Toyota,8
KWID RXT,250000,27000,Petrol,Individual,Manual,First Owner,Renault,4
XUV500 W8,580000,70000,Diesel,Individual,Manual,First Owner,Mahindra,11
Matiz SD,60000,50000,Petrol,Individual,Manual,First Owner,Daewoo,21
Etios GD,300000,185000,Diesel,Individual,Manual,First Owner,Toyota,11
Figo Diesel,200000,90000,Diesel,Individual,Manual,Second Owner,Ford,9
Hexa XT,1200000,16400,Diesel,Individual,Manual,First Owner,Tata,6
Etios Cross,350000,80000,Diesel,Individual,Manual,Second Owner,Toyota,8
XUV500 W8,600000,80000,Diesel,Individual,Manual,Second Owner,Mahindra,11
Jazz V,650000,4000,Petrol,Individual,Manual,First Owner,Honda,4
A-Star Lxi,120000,40000,Petrol,Individual,Manual,First Owner,Maruti,15
New Safari,180000,120000,Diesel,Individual,Manual,Second Owner,Tata,13
Verna VTVT,950000,41395,Petrol,Individual,Automatic,First Owner,Hyundai,5
Manza Aura,250999,35000,Diesel,Individual,Manual,Second Owner,Tata,11
A8 L,1250000,47000,Diesel,Dealer,Automatic,Second Owner,Audi,14
Beat LT,165000,50000,Petrol,Individual,Manual,First Owner,Chevrolet,10
Elantra SX,700000,48000,Petrol,Dealer,Manual,First Owner,Hyundai,8
XUV500 W8,750000,53000,Diesel,Dealer,Manual,First Owner,Mahindra,8
redi-GO AMT,290000,15000,Petrol,Dealer,Automatic,First Owner,Datsun,5
Nano Cx,45000,7000,Petrol,Individual,Manual,Second Owner,Tata,9
Superb Ambition,675000,88000,Diesel,Dealer,Automatic,First Owner,Skoda,10
